result,field,total,top_issuer,top_count
NA,e_old_root_ca_rsa_mod_less_than_2048_bits,7044164,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_qcstatem_qcpds_valid,7044141,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_qcstatem_qcpds_lang_case,7044141,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_qcstatem_etsi_present_qcs_critical,7044098,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_qcstatem_etsi_type_as_statem,7044098,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_qcstatem_mandatory_etsi_statems,7044098,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_qcstatem_qctype_valid,7044098,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_qcstatem_qctype_web,7044098,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_old_sub_cert_rsa_mod_less_than_1024_bits,7043192,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_cert_policy_explicit_text_ia5_string,7043124,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_cert_policy_explicit_text_too_long,7043124,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_ext_cert_policy_explicit_text_includes_control,7043124,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_ext_cert_policy_explicit_text_not_nfc,7043124,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_ext_cert_policy_explicit_text_not_utf8,7043124,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_postal_code_max_length,7043034,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_street_address_max_length,7042321,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_sub_cert_sha1_expiration_too_long,7038520,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_generalized_time_does_not_include_seconds,7035489,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_generalized_time_includes_fraction_seconds,7035489,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_generalized_time_not_in_zulu,7035489,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_ian_dns_not_ia5_string,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_ian_empty_name,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_ian_no_entries,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_ian_rfc822_format_invalid,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_ian_space_dns_name,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_ian_uri_format_invalid,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_ian_uri_host_not_fqdn_or_ip,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_ian_uri_not_ia5,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_ian_uri_relative,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ian_bare_wildcard,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ian_dns_name_includes_null_char,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ian_dns_name_starts_with_period,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ian_wildcard_not_first,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_ext_ian_critical,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_ian_iana_pub_suffix_empty,7032418,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ev_invalid_business_category,7025693,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ev_business_category_missing,7025692,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ev_country_name_missing,7025692,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ev_not_wildcard,7025692,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ev_organization_name_missing,7025692,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ev_san_ip_address_present,7025692,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ev_serial_number_missing,7025692,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_dn_serial_number_max_length,7022330,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_dn_serial_number_not_printable_string,7022330,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_email_max_length,7005614,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ca_country_name_invalid,6999790,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_root_ca_extended_key_usage_present,6995020,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_root_ca_key_usage_present,6995020,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_root_ca_basic_constraints_path_len_constraint_field_present,6995020,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_root_ca_contains_cert_policy,6995020,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_basic_constraints_not_critical,6994903,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ca_common_name_missing,6994903,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ca_country_name_missing,6994903,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ca_key_usage_missing,6994903,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ca_organization_name_missing,6994903,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ca_subject_field_empty,6994903,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_ext_subject_key_identifier_missing_ca,6994903,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subj_orgunit_in_ca_cert,6994903,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_contains_organizational_unit_name_and_no_organization_name,6983030,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_organizational_unit_name_max_length,6983017,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_locality_name_max_length,6407818,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_cert_policy_ov_requires_province_or_locality,6360319,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_cab_ov_requires_org,6360318,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_cert_policy_ov_requires_country,6360318,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_state_name_max_length,6309234,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_dn_country_not_printable_string,6263424,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_subject_organization_name_max_length,6260889,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_mp_ecdsa_signature_encoding_correct,4920103,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,n_ecdsa_ee_invalid_ku,4699575,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,e_ecdsa_allowed_ku,4699431,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,e_ec_improper_curves,4699348,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,e_mp_ecdsa_pub_key_encoding_correct,4699347,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,e_crl_distrib_points_not_http,3849034,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,e_crlissuer_must_not_be_present_in_cdp,3849034,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,e_sub_cert_crl_distribution_points_does_not_contain_url,3849030,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,e_sub_cert_crl_distribution_points_marked_critical,3849030,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,e_distribution_point_incomplete,3848975,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,w_distribution_point_missing_ldap_or_uri,3848975,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,w_ext_crl_distribution_marked_critical,3848975,"C=US, O=Let's Encrypt, CN=R11",1347976
NA,e_rsa_allowed_ku_ee,2459455,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_rsa_mod_less_than_2048_bits,2348668,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_rsa_public_exponent_not_odd,2345687,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_rsa_public_exponent_too_small,2345687,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_rsa_mod_factors_smaller_than_752,2345687,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_rsa_mod_not_odd,2345687,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,w_rsa_public_exponent_not_in_range,2345687,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_mp_exponent_cannot_be_one,2345620,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_mp_modulus_must_be_2048_bits_or_more,2345620,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_mp_modulus_must_be_divisible_by_8,2345620,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_rsa_exp_negative,2345620,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_rsa_fermat_factorization,2345620,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_rsa_no_public_key,2345620,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_spki_rsa_encryption_parameter_not_null,2345620,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_tbs_signature_rsa_encryption_parameter_not_null,2124928,"C=US, O=Google Trust Services, CN=WE1",1395247
NA,e_cab_dv_conflicts_with_locality,824767,"C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1",177975
NA,e_cab_dv_conflicts_with_org,824767,"C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1",177975
NA,e_cab_dv_conflicts_with_postal,824767,"C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1",177975
NA,e_cab_dv_conflicts_with_province,824767,"C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1",177975
NA,e_cab_dv_conflicts_with_street,824767,"C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1",177975
NA,e_cab_dv_subject_invalid_values,824767,"C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1",177975
NA,e_sub_cert_basic_constraints_not_critical,139792,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_not_is_ca,134630,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_cert_policy_duplicate,119500,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_invalid_cps_uri,119500,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_policy_qualifiers_other_than_cps_not_permitted,119500,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_ext_cert_policy_contains_noticeref,119500,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_sub_cert_certificate_policies_marked_critical,119500,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_aia_ca_issuers_must_have_http_only,119117,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_ext_aia_access_location_missing,119116,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_aia_ocsp_must_have_http_only,118921,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_aia_must_contain_permitted_access_method,118161,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_aia_unique_access_locations,118161,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_aia_marked_critical,118161,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_sub_cert_aia_contains_internal_names,118161,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_aia_marked_critical,118160,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_key_usage_and_extended_key_usage_inconsistent,114739,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_eku_critical,114530,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_eku_check,114530,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_sub_cert_eku_extra_values,114530,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_underscore_present_with_too_long_validity,113376,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_dnsname_hyphen_in_sld,112901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_dnsname_underscore_in_sld,112901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_dnsname_underscore_in_trd,112901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,n_dnsname_wildcard_left_of_public_suffix,112846,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_rfc_dnsname_hyphen_in_sld,111725,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_rfc_dnsname_underscore_in_sld,111725,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_rfc_dnsname_underscore_in_trd,111725,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_dnsname_bad_character_in_label,110901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_dnsname_contains_bare_iana_suffix,110901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_dnsname_contains_prohibited_reserved_label,110901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_dnsname_empty_label,110901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_dnsname_label_too_long,110901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_dnsname_not_valid_tld,110901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_no_underscores_before_1_6_2,110901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_underscore_not_permissible_in_dnsname,110901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_underscore_permissible_in_dnsname_if_valid_when_replaced,110901,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_invalid_subject_rdn_order,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_country_name_must_appear,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_locality_name_must_appear,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_locality_name_must_not_appear,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_postal_code_must_not_appear,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_province_must_appear,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_province_must_not_appear,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_street_address_should_not_exist,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_valid_time_longer_than_39_months,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_valid_time_longer_than_825_days,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_ext_subject_key_identifier_not_recommended_subscriber,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_extra_subject_common_names,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_sub_cert_aia_does_not_contain_issuing_ca_url,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_subject_common_name_included,110891,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_rfc_dnsname_empty_label,110833,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_rfc_dnsname_label_too_long,110833,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_empty_sct_list,110823,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,n_contains_redacted_dnsname,110823,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_ct_sct_policy_count_unsatisfied,110823,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
